95772,48564
95772,49780
96141,49780
96141,50980
95870,50980
95870,52220
96205,52220
96205,53401
95792,53401
95792,54657
96049,54657
96049,55804
95487,55804
95487,56954
95049,56954
95049,58177
95004,58177
95004,59374
94806,59374
94806,60539
94468,60539
94468,61793
94440,61793
94440,62961
94090,62961
94090,63952
93230,63952
93230,65298
93378,65298
93378,66427
92910,66427
92910,67561
92454,67561
92454,68780
92177,68780
92177,69752
91375,69752
91375,70624
90415,70624
90415,71736
89926,71736
89926,72640
89076,72640
89076,74145
89199,74145
89199,75102
88423,75102
88423,75935
87482,75935
87482,77010
86887,77010
86887,77719
85816,77719
85816,79009
85477,79009
85477,79801
84523,79801
84523,80397
83371,80397
83371,81841
83130,81841
83130,82246
81806,82246
81806,83214
81055,83214
81055,84338
80429,84338
80429,85082
79454,85082
79454,85599
78300,85599
78300,86325
77326,86325
77326,87399
76605,87399
76605,87618
75270,87618
75270,88727
74547,88727
74547,88992
73274,88992
73274,89549
72197,89549
72197,90358
71260,90358
71260,91251
70351,91251
70351,91668
69192,91668
69192,92051
68025,92051
68025,92083
66717,92083
66717,93367
65924,93367
65924,92984
64479,92984
64479,93691
63444,93691
63444,94206
62331,94206
62331,94909
61262,94909
61262,94920
59999,94920
59999,94726
58705,94726
58705,95330
57594,95330
57594,95432
56377,95432
56377,96159
55256,96159
55256,96136
54017,96136
54017,96087
52785,96087
52785,96347
51582,96347
51582,96069
50346,96069
50346,95824
49128,95824
49128,96364
47918,96364
47918,96278
46700,96278
46700,96363
45475,96363
45475,96458
44241,96458
44241,95720
43088,95720
43088,95886
41844,95886
41844,95307
40703,95307
40703,95201
39493,95201
39493,95486
38194,95486
38194,95019
37047,95019
37047,94926
35810,94926
35810,94608
34627,94608
34627,93527
33688,93527
33688,93485
32425,93485
32425,93220
31226,93220
31226,92799
30081,92799
30081,92060
29073,92060
29073,91959
27781,91959
27781,90936
26924,90936
26924,91009
25515,91009
25515,89955
24700,89955
24700,89798
23379,89798
23379,88349
22844,88349
22844,87982
21641,87982
21641,87762
20311,87762
20311,86822
19482,86822
19482,85863
18684,85863
18684,85222
17639,85222
17639,84179
16933,84179
16933,83786
15654,83786
15654,82675
15027,82675
15027,81785
14202,81785
14202,81154
13104,81154
13104,80417
12095,80417
12095,79090
11765,79090
11765,78216
10919,78216
10919,77124
10349,77124
10349,76487
9168,76487
9168,75498
8449,75498
8449,74208
8190,74208
8190,73271
7403,73271
7403,72299
6658,72299
6658,71403
5757,71403
5757,69968
5866,69968
5866,69031
5029,69031
5029,67984
4394,67984
4394,66945
3718,66945
3718,65629
3723,65629
3723,64627
2929,64627
2929,63452
2592,63452
2592,62377
1934,62377
1934,60964
2434,60964
2434,59818
2048,59818
2048,58760
1249,58760
1249,57557
1041,57557
1041,56248
1454,56248
1454,55098
1001,55098
1001,53947
441,53947
441,52732
321,52732
321,51485
667,51485
667,50287
402,50287
402,49073
377,49073
377,48546
93261,48546
93261,46635
57,46635
57,45435
471,45435
471,44178
0,44178
0,42964
184,42964
184,41849
1083,41849
1083,40627
1080,40627
1080,39318
668,39318
668,38302
1787,38302
1787,37018
1596,37018
1596,35850
1937,35850
1937,34615
2042,34615
2042,33565
2766,33565
2766,32427
3180,32427
3180,31257
3507,31257
3507,29984
3598,29984
3598,29134
4704,29134
4704,27878
4864,27878
4864,26609
5040,26609
5040,25863
6245,25863
6245,24505
6293,24505
6293,23804
7500,23804
7500,22384
7507,22384
7507,21596
8528,21596
8528,20238
8706,20238
8706,19357
9578,19357
9578,18771
10812,18771
10812,17438
11094,17438
11094,16772
12192,16772
12192,15535
12637,15535
12637,15126
13977,15126
13977,14098
14658,14098
14658,13167
15449,13167
15449,12175
16194,12175
16194,11380
17122,11380
17122,11151
18506,11151
18506,9744
18948,9744
18948,9362
20183,9362
20183,8700
21203,8700
21203,8026
22212,8026
22212,7532
23332,7532
23332,6712
24254,6712
24254,6123
25317,6123
25317,5187
26201,5187
26201,4697
27325,4697
27325,4660
28650,4660
28650,3892
29640,3892
29640,3776
30903,3776
30903,3232
31991,3232
31991,2225
32933,2225
32933,2560
34319,2560
34319,2273
35495,2273
35495,1495
36545,1495
36545,1314
37755,1314
37755,888
38912,888
38912,1382
40236,1382
40236,343
41302,343
41302,662
42574,662
42574,91
43739,91
43739,225
44975,225
44975,572
46210,572
46210,0
47408,0
47408,86
48629,86
48629,378
49839,378
49839,219
51063,219
51063,590
52254,590
52254,739
53456,739
53456,910
54653,910
54653,624
55924,624
55924,1133
57071,1133
57071,1625
58207,1625
58207,1124
59568,1124
59568,2126
60570,2126
60570,2603
61690,2603
61690,2131
63107,2131
63107,2888
64141,2888
64141,3706
65132,3706
65132,3355
66578,3355
66578,4466
67431,4466
67431,4505
68748,4505
68748,5518
69609,5518
69609,5733
70865,5733
70865,6678
71731,6678
71731,7154
72854,7154
72854,7800
73880,7800
73880,8461
74896,8461
74896,8938
76043,8938
76043,9722
76979,9722
76979,10403
77990,10403
77990,11121
78977,11121
78977,11821
79985,11821
79985,12487
81034,12487
81034,13373
81886,13373
81886,14288
82704,14288
82704,15282
83434,15282
83434,16096
84355,16096
84355,17268
84865,17268
84865,18042
85839,18042
85839,18892
86737,18892
86737,20339
86828,20339
86828,21144
87784,21144
87784,22292
88245,22292
88245,23368
88799,23368
88799,24341
89520,24341
89520,25266
90346,25266
90346,26169
91246,26169
91246,27211
91901,27211
91901,28372
92311,28372
92311,29507
92770,29507
92770,30643
93221,30643
93221,31707
93875,31707
93875,32938
94066,32938
94066,34104
94436,34104
94436,35442
94186,35442
94186,36549
94736,36549
94736,37721
95054,37721
95054,38809
95817,38809
95817,40130
95378,40130
95378,41357
95349,41357
95349,42455
96315,42455
96315,43739
95756,43739
95756,44956
95676,44956
95676,46151
95904,46151
95904,47352
96252,47352
96252,48564
